"school_type","ncessch","name","state_code","state_fips_code","zip_code","latitude","longitude","total_students","pct_white","pct_black","pct_hispanic","pct_asian","pct_amerindian","pct_other"
"Private","A0501648","VICTORY CHRISTIAN ACADEMY","IN",18,46383,41.47017000,-87.01254100,296,89.1892,4.0541,5.0676,1.3514,0.3378,0.0000
"Private","A0501657","HEARTLAND CHRISTIAN SCHOOL","IA",19,51501,41.21830000,-95.85238100,163,85.2761,6.1350,7.3620,1.2270,0.0000,0.0000
"Private","A0501661","BURLINGTON NOTRE DAME JR/SR HIGH SCHOOL","IA",19,52601,40.80283500,-91.14035500,406,90.3941,1.2315,4.6798,2.2167,0.0000,1.4778
"Private","A0501703","PORTLAND CHRISTIAN SCHOOL - EASTSIDE CAMPUS","KY",21,40242,38.27983700,-85.59439600,374,88.7701,2.6738,2.9412,1.0695,0.0000,4.5455
"Private","A0501706","ST FRANCIS HIGH SCHOOL","KY",21,40202,38.24585000,-85.75009100,150,82.0000,6.6667,4.6667,6.0000,0.6667,0.0000
"Private","A0501755","ST MARTIN'S EPISCOPAL SCHOOL","LA",22,70003,29.97810000,-90.19063100,450,86.0000,5.1111,5.3333,3.5556,0.0000,0.0000
"Private","A0501793","AVALON SCHOOL","MD",24,20877,39.14120000,-77.20684100,204,72.5490,13.2353,7.8431,4.9020,0.0000,1.4706
"Private","A0501822","GERSTELL ACADEMY","MD",24,21048,39.51199000,-76.90350100,361,85.3186,6.9252,4.7091,0.2770,0.0000,2.7701
"Private","A0501827","HANNAH MORE AT SEVERNA PARK HIGH SCHOOL","MD",24,21146,39.07014000,-76.54808100,770,93.3766,6.6234,0.0000,0.0000,0.0000,0.0000
"Private","A0501893","BOSTON TRINITY ACADEMY","MA",25,"02136",42.30468000,-71.11393100,236,27.9661,19.0678,11.4407,33.0508,0.0000,8.4746
"Private","A0501894","BRADFORD CHRISTIAN ACADEMY","MA",25,"01835",42.74812000,-71.10789100,225,62.6667,6.2222,18.6667,12.4444,0.0000,0.0000
"Private","A0501895","BRITISH INTERNATIONAL SCHOOL","MA",25,"02130",42.31016130,-71.13232680,346,87.8613,3.4682,5.7803,2.8902,0.0000,0.0000
"Private","A0501923","NOTRE DAME CRISTO REY HIGH SCHOOL","MA",25,"01840",42.71012000,-71.16610100,274,2.1898,2.1898,90.1460,2.9197,0.0000,2.5547
"Private","A0501959","CALHOUN CHRISTIAN SCHOOL","MI",26,49015,42.30249000,-85.21766100,197,89.8477,1.0152,0.5076,3.0457,0.0000,5.5838
"Private","A0502064","ST PAUL PREPARATORY SCHOOL","MN",27,55101,44.94866900,-93.08978100,172,27.3256,0.5814,18.0233,51.7442,0.0000,2.3256
"Private","A0502105","THE FULTON SCHOOL AT ST ALBANS","MO",29,63073,38.57081100,-90.77033900,117,81.1966,3.4188,3.4188,7.6923,0.0000,4.2735
"Private","A0502124","JOHN F KENNEDY CATHOLIC SCHOOL","MO",29,63011,38.60146780,-90.50773330,259,91.5058,3.0888,2.3166,1.1583,0.3861,1.5444
"Private","A0502189","AMERICAN HERITAGE ACADEMY","NV",32,89120,36.07769000,-115.09155600,336,87.2024,1.4881,6.8452,3.8690,0.0000,0.5952
"Private","A0502200","EXCEL CHRISTIAN SCHOOL","NV",32,89434,39.55743000,-119.73152100,258,75.5814,3.8760,9.3023,5.4264,2.3256,3.4884
"Private","A0502278","DARUL ARQAM SCHOOL","NJ",34,"08882",40.45142000,-74.38275100,191,52.3560,6.2827,0.0000,41.3613,0.0000,0.0000
"Private","A0502296","AL-GHAZALY JR./SR. HIGH SCHOOL","NJ",34,"07470",40.97326000,-74.27235100,345,75.9420,1.1594,0.0000,22.8986,0.0000,0.0000
"Private","A0502302","KEARNY CHRISTIAN ACADEMY","NJ",34,"07032",40.75827000,-74.15711100,105,66.6667,1.9048,12.3810,12.3810,0.0000,6.6667
"Private","A0502322","NEW JERSEY UNITED CHRISTIAN ACADEMY","NJ",34,"08514",40.11005000,-74.53157100,52,40.3846,26.9231,3.8462,26.9231,0.0000,1.9231
"Private","A0502330","RAV TEITZ MESIVTA ACADEMY","NJ",34,"07208",40.66693600,-74.23402500,201,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502343","GOLDA OCH ACADEMY","NJ",34,"07052",40.77438000,-74.27920100,521,99.2322,0.0000,0.0000,0.3839,0.0000,0.3839
"Private","A0502368","YESHIVA KEREN HATORAH","NJ",34,"08701",40.09224000,-74.21104100,138,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502423","BNOS MARGULIA VIZNITZ","NY",36,11219,40.64399800,-73.99483700,619,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502427","BNOS YISROEL GIRLS' SCHOOL OF VIZNITZ","NY",36,10952,41.12704000,-74.07046100,3396,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502522","MACHON BAIS YAAKOV HILDA BIRN HIGH SCHOOL","NY",36,11204,40.63371000,-73.97905100,124,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502538","POUGHKEEPSIE DAY SCHOOL","NY",36,12603,41.65833050,-73.88940980,261,64.3678,6.5134,4.5977,6.8966,9.1954,8.4291
"Private","A0502542","SAR HIGH SCHOOL","NY",36,10471,40.90764000,-73.90452100,536,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502545","SHERI TORAH V'YOEL MOSHE","NY",36,10949,41.32503800,-74.16439000,2690,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502554","ST JOSEPH HILL ACADEMY HIGH SCHOOL","NY",36,10305,40.59970000,-74.07087100,423,86.0520,1.1820,7.8014,4.2553,0.0000,0.7092
"Private","A0502564","THE SOLOMON SCHECHTER SCHOOL OF WESTCHESTER","NY",36,10530,41.03308000,-73.80753100,788,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502571","EDUCATIONAL INSTITUTE OHOLEI TORAH-OHOLEI MENACHEM","NY",36,11213,40.66985700,-73.94614000,1045,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0502578","MONTFORT ACADEMY","NY",36,10552,40.92714100,-73.83179400,169,47.3373,37.2781,15.3846,0.0000,0.0000,0.0000
"Private","A0502624","CHRIST SCHOOL","NC",37,28704,35.46672000,-82.48870100,270,86.6667,4.8148,1.1111,7.4074,0.0000,0.0000
"Private","A0502675","RALEIGH CHRISTIAN ACADEMY","NC",37,27604,35.80821000,-78.57584100,269,35.6877,28.6245,21.5613,13.7546,0.0000,0.3717
"Private","A0502714","DAYTON CHRISTIAN SCHOOL","OH",39,45342,39.61351000,-84.21070100,865,73.8728,15.3757,1.0405,5.2023,0.5780,3.9306
"Private","A0502744","MIDDLETOWN CHRISTIAN SCHOOL","OH",39,45005,39.48844400,-84.32281300,463,86.6091,5.6156,2.3758,2.1598,0.0000,3.2397
"Private","A0502797","IMMANUEL CHRISTIAN ACADEMY","OK",40,74012,36.05611000,-95.81758100,126,71.4286,10.3175,3.1746,6.3492,7.1429,1.5873
"Private","A0502829","CS LEWIS ACADEMY","OR",41,97132,45.31210000,-122.97401100,85,82.3529,3.5294,3.5294,8.2353,1.1765,1.1765
"Private","A0502861","PORTLAND YOUTH BUILDERS","OR",41,97266,45.48762000,-122.56828100,57,42.1053,17.5439,26.3158,5.2632,8.7719,0.0000
"Private","A0502990","GRACE PREP HIGH SCHOOL","PA",42,16803,40.78709000,-77.90555100,67,79.1045,2.9851,0.0000,17.9104,0.0000,0.0000
"Private","A0503224","HERITAGE ACADEMY","SC",45,29928,32.15787000,-80.75329100,120,50.0000,3.3333,16.6667,30.0000,0.0000,0.0000
"Private","A0503294","CONCORD CHRISTIAN SCHOOL","TN",47,37934,35.87482000,-84.17136100,732,96.4481,1.3661,0.2732,1.9126,0.0000,0.0000
"Private","A0503308","FAITH MISSIONARY ACADEMY","TN",47,37339,35.36853800,-85.60960000,130,92.3077,1.5385,3.0769,0.0000,0.0000,3.0769
"Private","A0503320","LIGHTHOUSE CHRISTIAN ACADEMY","TN",47,38053,35.35351000,-89.94158100,95,34.7368,42.1053,5.2632,8.4211,2.1053,7.3684
"Private","A0503322","MACON ROAD BAPTIST SCHOOL","TN",47,38002,35.20504100,-89.69364300,493,81.5416,11.7647,1.8256,1.0142,0.8114,3.0426
"Private","A0503335","POPE JOHN PAUL II HIGH SCHOOL","TN",47,37075,36.31638000,-86.66808100,578,83.5640,6.4014,3.4602,6.2284,0.3460,0.0000
"Private","A0503343","ST GEORGE'S INDEPENDENT SCHOOL","TN",47,38017,35.10271400,-89.72797300,1039,69.2974,20.5967,2.2137,2.4062,0.2887,5.1973
"Private","A0503378","LEGACY CHRISTIAN ACADEMY","TX",48,77713,30.13351000,-94.20255100,358,71.5084,18.1564,3.0726,3.9106,0.2793,3.0726
"Private","A0503392","EDISON HOPE CHRISTIAN ACADEMY","TX",48,79925,31.77936800,-106.33915100,41,48.7805,0.0000,48.7805,0.0000,0.0000,2.4390
"Private","A0503410","GENEVA SCHOOL OF BOERNE","TX",48,78015,29.75151000,-98.69107100,676,88.0178,0.8876,9.0237,2.0710,0.0000,0.0000
"Private","A0503427","JOHN PAUL II HIGH SCHOOL","TX",48,75075,33.01260800,-96.76405700,786,70.4835,1.9084,15.9033,5.7252,1.2723,4.7074
"Private","A0503436","LUCAS CHRISTIAN ACADEMY","TX",48,75002,33.08423000,-96.58186100,430,95.3488,1.8605,1.3953,0.9302,0.4651,0.0000
"Private","A0503455","OUR LADY OF THE HILLS REG CATHOLIC HIGH SCHOOL","TX",48,78028,29.98961000,-99.09513100,109,74.3119,0.0000,18.3486,1.8349,0.0000,5.5046
"Private","A0503460","POETRY COMMUNITY CHRISTIAN SCHOOL","TX",48,75160,32.82341000,-96.24727100,265,90.1887,1.8868,5.2830,1.8868,0.0000,0.7547
"Private","A0503461","ST JOHN XXIII COLLEGE PRREPARATORY","TX",48,77449,29.79811200,-95.77535400,413,76.9976,5.0847,15.9806,1.9370,0.0000,0.0000
"Private","A0503478","ST GERARD CATHOLIC HIGH SCHOOL","TX",48,78203,29.41413000,-98.46236100,68,7.3529,13.2353,79.4118,0.0000,0.0000,0.0000
"Private","A0503492","THE KHABELE SCHOOL","TX",48,78701,30.27194000,-97.74845100,221,67.8733,5.4299,13.1222,13.5747,0.0000,0.0000
"Private","A0503511","LOGAN RIVER ACADEMY","UT",49,84323,41.70287300,-111.85394700,55,87.2727,1.8182,9.0909,1.8182,0.0000,0.0000
"Private","A0503540","BANNER CHRISTIAN SCHOOL","VA",51,23236,37.47616000,-77.56058100,188,64.3617,20.7447,3.7234,4.2553,2.1277,4.7872
"Private","A0503559","FAIRFAX CHRISTIAN SCHOOL","VA",51,22182,38.95092000,-77.31407100,210,34.7619,8.0952,6.1905,50.9524,0.0000,0.0000
"Private","A0503587","PENINSULA CATHOLIC HIGH SCHOOL","VA",51,23601,37.07063000,-76.45772100,264,67.4242,4.1667,4.1667,17.0455,0.0000,7.1970
"Private","A0503611","VERITAS SCHOOL","VA",51,23227,37.57873000,-77.45153100,422,88.1517,2.3697,1.4218,6.1611,0.0000,1.8957
"Private","A0503657","LYNDEN CHRISTIAN SCHOOL","WA",53,98264,48.94933000,-122.44496100,1104,88.7681,1.1775,3.1703,6.4312,0.4529,0.0000
"Private","A0503660","MOUNT RAINIER LUTHERAN HIGH SCHOOL","WA",53,98444,47.14719600,-122.43525700,96,77.0833,5.2083,2.0833,11.4583,0.0000,4.1667
"Private","A0503662","NORTHWEST CHRISTIAN SCHOOLS","WA",53,99005,47.82645000,-117.33157100,593,84.3170,2.6981,2.6981,6.0708,0.5059,3.7099
"Private","A0503763","WISCONSIN VALLEY LUTHERAN HIGH SCHOOL","WI",55,54455,44.80952000,-89.68774100,56,92.8571,1.7857,0.0000,3.5714,1.7857,0.0000
"Private","A0507252","ST MARY'S ACADEMY","CO","08",80113,39.63351000,-104.96114100,650,70.7692,5.0769,15.6923,7.3846,0.6154,0.4615
"Private","A0509004","WHITESBURG CHRISTIAN ACADEMY","AL","01",35802,34.67489300,-86.56787600,366,68.3060,0.5464,0.0000,2.4590,0.5464,28.1421
"Private","A0509036","AMERICAN HIGH SCHOOL ACADEMY","FL",12,33173,25.70044000,-80.36090100,665,16.9925,29.1729,33.0827,19.0977,0.7519,0.9023
"Private","A0509041","DIXIE COUNTY LEARNING ACADEMY","FL",12,32680,29.60465000,-82.99395100,80,88.7500,11.2500,0.0000,0.0000,0.0000,0.0000
"Private","A0509046","LIFE CHRISTIAN ACADEMY","FL",12,34744,28.27955000,-81.35241100,213,20.1878,7.9812,59.6244,2.3474,0.0000,9.8592
"Private","A0509113","WHITEFIELD ACADEMY","MO",29,64131,38.96585500,-94.58145600,203,80.7882,8.3744,7.3892,3.4483,0.0000,0.0000
"Private","A0509129","HYCHEL HATORAH OF WILLIAMSBURG","NY",36,11205,40.69705700,-73.95860600,268,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0509232","NOTRE DAME DE LA SALETTE BOYS ACADEMY","IL",17,61846,39.94050000,-87.64368100,88,82.9545,1.1364,7.9545,4.5455,0.0000,3.4091
"Private","A0700018","OAKWOOD ADVENTIST ACADEMY","AL","01",35896,34.75479500,-86.65889900,343,0.5831,92.4198,1.7493,0.5831,2.0408,2.6239
"Private","A0700031","WESTBROOK CHRISTIAN SCHOOL","AL","01",35906,33.96563000,-86.06335100,583,93.1389,4.4597,1.5437,0.3431,0.0000,0.5146
"Private","A0700055","ST AUGUSTINE CATHOLIC HIGH SCHOOL","AZ","04",85710,32.20418000,-110.80467100,187,30.4813,2.6738,53.4759,6.4171,1.0695,5.8824
"Private","A0700057","TESSERACT SCHOOL","AZ","04",85253,33.56873000,-111.97711100,343,75.2187,0.5831,6.9971,6.9971,1.4577,8.7464
"Private","A0700070","ST JOSEPH CATHOLIC SCHOOL","AR","05",72032,35.08595000,-92.43771100,446,94.6188,0.4484,2.6906,1.1211,0.0000,1.1211
"Private","A0700075","UNION CHRISTIAN ACADEMY ELEMENTARY CAMPUS","AR","05",72904,35.40082000,-94.38442100,245,57.1429,11.4286,17.5510,6.1224,2.4490,5.3061
"Private","A0700115","CALVARY CHAPEL HIGH/MARANATHA CHRISTIAN ACADEMY","CA","06",92704,33.69691000,-117.90896100,1350,36.6667,1.1111,10.2222,4.5185,0.0000,47.4815
"Private","A0700154","CRISTO REY HIGH SCHOOL","CA","06",95826,38.54548900,-121.39237300,333,0.0000,1.2012,94.8949,0.3003,1.8018,1.8018
"Private","A0700217","LUTHERAN HIGH SCHOOL","CA","06",95758,38.42080000,-121.41865100,55,9.0909,10.9091,1.8182,72.7273,0.0000,5.4545
"Private","A0700251","PACIFICA CHRISTIAN HIGH SCHOOL","CA","06",90403,34.02935000,-118.48502100,239,56.0669,12.9707,17.1548,10.8787,0.0000,2.9289
"Private","A0700257","PINEWOOD PRIVATE OF LOS ALTOS","CA","06",94024,37.36773000,-122.10619100,591,85.6176,0.6768,0.8460,3.5533,0.3384,8.9679
"Private","A0700339","VISTAMAR SCHOOL","CA","06",90245,33.90466000,-118.38057100,268,48.8806,9.7015,16.0448,4.8507,0.0000,20.5224
"Private","A0700349","ARRUPE JESUIT HIGH SCHOOL","CO","08",80212,39.77550000,-105.04557100,381,3.4121,1.0499,89.5013,2.0997,0.2625,3.6745
"Private","A0700356","COLORADO SPRINGS CHRISTIAN SCHOOLS","CO","08",80907,38.89723800,-104.81210000,744,76.6129,2.1505,7.9301,9.8118,0.4032,3.0914
"Private","A0700397","DELMARVA CHRISTIAN HIGH SCHOOL","DE",10,19947,38.66990800,-75.37175800,343,96.2099,0.0000,2.3324,1.4577,0.0000,0.0000
"Private","A0700466","ST JAMES CHRISTIAN ACADEMY","FL",12,34947,27.42809000,-80.36782100,448,40.8482,22.5446,33.4821,0.8929,1.7857,0.4464
"Private","A0700537","HAMPDEN DUBOSE ACADEMY","FL",12,32798,28.75081500,-81.60792300,139,62.5899,8.6331,28.7770,0.0000,0.0000,0.0000
"Private","A0700611","OLD PLANK CHRISTIAN ACADEMY","FL",12,32220,30.32975000,-81.80358100,233,96.5665,1.2876,0.4292,0.0000,0.0000,1.7167
"Private","A0700726","GRACE BAPTIST CHRISTIAN SCHOOL","GA",13,30127,33.87849600,-84.71689100,228,54.3860,35.9649,2.1930,0.8772,0.0000,6.5789
"Private","A0700732","HOPEWELL ACADEMY","GA",13,31052,32.66488900,-83.74209000,97,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0700760","PRINCE AVENUE CHRISTIAN SCHOOL","GA",13,30622,33.91182000,-83.55300100,830,92.2892,3.4940,1.5663,1.8072,0.0000,0.8434
"Private","A0700797","HONOLULU WALDORF SCHOOL","HI",15,96821,21.27755000,-157.75219100,290,45.8621,3.1034,2.7586,18.6207,0.0000,29.6552
"Private","A0700800","MARYKNOLL SCHOOL","HI",15,96822,21.30086000,-157.83106500,1383,8.9660,0.6508,1.6631,62.9790,0.2892,25.4519
"Private","A0700801","MAUI PREPARATORY ACADEMY","HI",15,96761,20.98271100,-156.66892300,187,56.1497,0.0000,2.6738,9.0909,2.1390,29.9465
"Private","A0700803","SACRED HEARTS ACADEMY","HI",15,96816,21.28564000,-157.80685100,875,34.2857,8.4571,3.8857,28.5714,0.0000,24.8000
"Private","A0700830","COLLEGE PREPARATORY SCHOOL OF AMERICA","IL",17,60148,41.87409000,-88.02534100,397,4.5340,0.2519,0.0000,89.9244,0.0000,5.2897
"Private","A0700831","CORNERSTONE CHRISTIAN ACADEMY OF MCLEAN COUNTY","IL",17,61702,40.45640600,-88.84229200,350,70.0000,4.8571,1.7143,15.1429,0.0000,8.2857
"Private","A0700838","FAITH LUTHERAN HIGH SCHOOL","IL",17,60014,42.23653400,-88.32936200,97,84.5361,1.0309,7.2165,7.2165,0.0000,0.0000
"Private","A0700845","HARVEST CHRISTIAN ACADEMY","IL",17,60123,42.05571700,-88.34258100,596,81.0403,3.0201,5.5369,4.5302,0.0000,5.8725
"Private","A0700869","QUAD CITIES CHRISTIAN SCHOOL","IL",17,61265,41.47022000,-90.51938100,94,77.6596,2.1277,5.3191,9.5745,1.0638,4.2553
"Private","A0700873","CRISTOREY ST. MARTIN","IL",17,60085,42.35187000,-87.83255100,333,0.3003,8.7087,90.6907,0.3003,0.0000,0.0000
"Private","A0700892","ST THEODORE GUERIN HIGH SCHOOL","IN",18,46062,40.00962000,-86.08600100,733,91.6780,0.8186,3.1378,1.2278,0.0000,3.1378
"Private","A0700958","PARK TUDOR SCHOOL","IN",18,46240,39.88573000,-86.14825100,917,76.3359,9.1603,3.4896,7.3064,0.2181,3.4896
"Private","A0700963","PROVIDENCE CRISTO REY HIGH SCHOOL","IN",18,46222,39.76755000,-86.20247100,237,5.9072,72.5738,16.0338,0.4219,0.0000,5.0633
"Private","A0701002","GEHLEN CATHOLIC SCHOOLS","IA",19,51031,42.79314900,-96.15595400,496,91.9355,1.8145,4.0323,2.2177,0.0000,0.0000
"Private","A0701018","MAUR HILL - MOUNT ACADEMY","KS",20,66002,39.54571000,-95.12678500,201,71.1443,2.4876,4.4776,21.8905,0.0000,0.0000
"Private","A0701023","ST JAMES ACADEMY","KS",20,66227,38.95751000,-94.87001100,860,94.1860,1.1628,2.3256,0.0000,0.0000,2.3256
"Private","A0701028","LIFE PREPARATORY ACADEMY","KS",20,67204,37.75257000,-97.37186100,191,37.6963,12.0419,10.9948,24.6073,0.5236,14.1361
"Private","A0701050","ACADEMY OF THE SACRED HEART","LA",22,70115,29.92693000,-90.10394100,664,88.8554,2.2590,1.2048,5.1205,0.3012,2.2590
"Private","A0701067","MUSLIM ACADEMY","LA",22,70056,29.87937000,-90.02971100,290,0.0000,0.0000,0.0000,98.9655,0.0000,1.0345
"Private","A0701071","NOTRE DAME HIGH SCHOOL","LA",22,70526,30.22180450,-92.36754100,402,95.7711,1.2438,0.4975,2.2388,0.2488,0.0000
"Private","A0701075","SACRED HEART HIGH SCHOOL","LA",22,70586,30.68479440,-92.26919550,645,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0701078","UNION CHRISTIAN ACADEMY","LA",22,71241,32.77048500,-92.40723700,212,81.6038,15.5660,1.4151,0.4717,0.0000,0.9434
"Private","A0701266","WOODSTREAM CHRISTIAN ACADEMY","MD",24,20721,38.91564000,-76.83843100,335,0.2985,98.8060,0.8955,0.0000,0.0000,0.0000
"Private","A0701286","ELIZABETH SETON ACADEMY","MA",25,"02124",42.27438000,-71.06740900,92,36.9565,36.9565,10.8696,9.7826,0.0000,5.4348
"Private","A0701303","ST JOHN PAUL","MA",25,"02601",41.64882000,-70.28514100,496,94.5565,0.4032,1.6129,3.4274,0.0000,0.0000
"Private","A0701317","ACADEMY OF THE SACRED HEART","MI",26,48304,42.58054000,-83.22395100,384,88.5417,7.2917,0.7813,3.3854,0.0000,0.0000
"Private","A0701361","CALVIN CHRISTIAN HIGH SCHOOL","MN",27,55432,45.10133000,-93.25262100,55,87.2727,5.4545,0.0000,7.2727,0.0000,0.0000
"Private","A0701381","ST PAUL ACADEMY - SUMMIT SCHOOL","MN",27,55105,44.92518000,-93.17435100,918,72.0044,2.2876,1.4161,10.3486,0.2179,13.7255
"Private","A0701399","ST ALOYSIUS HIGH SCHOOL-VICKSBURG CATHOLIC SCHOO","MS",28,39183,32.35014820,-90.86721120,263,88.9734,4.9430,2.2814,3.4221,0.0000,0.3802
"Private","A0701402","BARAT ACADEMY","MO",29,63005,38.65438000,-90.64355100,107,71.9626,1.8692,3.7383,22.4299,0.0000,0.0000
"Private","A0701404","CALVARY LUTHERAN HIGH SCHOOL","MO",29,65101,38.53293000,-92.18080100,119,92.4370,0.8403,1.6807,2.5210,1.6807,0.8403
"Private","A0701409","CRISTO REY KANSAS CITY","MO",29,64111,39.06718020,-94.58887780,373,4.8257,37.5335,50.9383,0.5362,0.0000,6.1662
"Private","A0701417","LIBERTY CHRISTIAN ACADEMY","MO",29,63390,38.82919530,-91.03728860,114,93.8596,0.8772,4.3860,0.0000,0.0000,0.8772
"Private","A0701441","LIVING CHRISTIAN SCHOOLS","MO",29,63366,38.82260000,-90.67325100,795,96.8553,1.8868,0.0000,0.0000,0.6289,0.6289
"Private","A0701476","HOLDERNESS SCHOOL","NH",33,"03264",43.75814000,-71.67387000,281,81.1388,3.5587,1.7794,13.5231,0.0000,0.0000
"Private","A0701486","ALIF MUHAMMAD'S NIA SCHOOL","NJ",34,"07114",40.72236000,-74.17951100,209,0.0000,52.1531,47.8469,0.0000,0.0000,0.0000
"Private","A0701492","CALVARY CHRISTIAN SCHOOL","NJ",34,"08857",40.40664000,-74.31916100,291,66.6667,8.2474,13.4021,5.1546,0.0000,6.5292
"Private","A0701574","HESCHEL SCHOOL/LOWER & MIDDLE","NY",36,10023,40.58090000,-73.95389100,844,99.0521,0.0000,0.0000,0.9479,0.0000,0.0000
"Private","A0701591","BERKELEY CARROLL ELEMENTARY SCHOOL","NY",36,11215,40.67426000,-73.97768100,864,79.5139,10.4167,4.3981,5.6713,0.0000,0.0000
"Private","A0701599","LEMAN MANHATTAN PREPARATORY SCHOOL","NY",36,10004,40.70576000,-74.01110100,502,74.5020,6.7729,4.7809,12.3506,0.0000,1.5936
"Private","A0701614","FRENCH-AMERICAN SCHOOL","NY",36,10538,40.92681100,-73.75082100,765,88.7582,2.4837,1.8301,1.1765,0.0000,5.7516
"Private","A0701654","MESIVTA KESSER YISROEL OF WILLOWBROOK","NY",36,10314,40.60491000,-74.14336100,60,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0701656","MESIVTA SHOLOM SHACHNA","NY",36,11230,40.62712700,-73.97569700,600,78.6667,1.6667,5.3333,8.8333,0.0000,5.5000
"Private","A0701699","SOUNDVIEW PREPARATORY SCHOOL","NY",36,10598,41.26886000,-73.78520100,64,84.3750,12.5000,3.1250,0.0000,0.0000,0.0000
"Private","A0701731","YESHIVA GEDOLAH OHR YISROEL","NY",36,11236,40.64283000,-73.88525100,118,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0701732","YESHIVA HIGH SCHOOL OF MONSEY","NY",36,10952,41.12293000,-74.08817100,97,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0701752","CROSSROADS CHRISTIAN SCHOOL","NC",37,27536,36.29767700,-78.41942200,236,89.4068,5.0847,1.2712,0.8475,0.8475,2.5424
"Private","A0701802","GILMOUR ACADEMY","OH",39,44040,41.50139000,-81.43518100,604,91.5563,4.1391,0.6623,1.9868,0.1656,1.4901
"Private","A0701806","STARR COLUMBUS","MI",26,49224,42.28733700,-84.80105000,56,89.2857,5.3571,3.5714,1.7857,0.0000,0.0000
"Private","A0701930","HARMONY RIDGE SCHOOL","PA",42,17518,39.78998000,-76.23923100,66,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0702033","WILLIAM PENN CHARTER SCHOOL","PA",42,19144,40.02433800,-75.18492700,933,73.9550,16.9346,2.4652,3.5370,0.4287,2.6795
"Private","A0702090","RAPID CITY CHRISTIAN SCHOOL","SD",46,57702,43.95984000,-103.21780100,178,92.1348,2.2472,0.0000,1.1236,3.3708,1.1236
"Private","A0702105","CHATTANOOGA CHRISTIAN SCHOOL","TN",47,37409,35.01422000,-85.32222100,1114,70.8259,4.8474,3.3214,6.1939,0.0000,14.8115
"Private","A0702131","FRANKLIN CHRISTIAN ACADEMY","TN",47,37065,35.93335200,-86.91136100,146,75.3425,5.4795,2.7397,5.4795,2.0548,8.9041
"Private","A0702143","KNOXVILLE CATHOLIC HIGH SCHOOL","TN",47,37923,35.92878500,-84.09140800,668,88.4731,2.6946,5.0898,2.8443,0.0000,0.8982
"Private","A0702185","ASCENSION ACADEMY","TX",48,79159,35.15754000,-101.94624100,216,72.6852,2.3148,15.2778,6.4815,2.7778,0.4630
"Private","A0702238","LIVE OAK CLASSICAL SCHOOL","TX",48,76703,31.55425000,-97.12834100,368,89.6739,0.8152,2.9891,4.0761,0.5435,1.9022
"Private","A0702243","MESORAH HIGH SCHOOL FOR GIRLS","TX",48,75251,32.92129380,-96.77667460,48,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0702282","TEXAS CHRISTIAN ACADEMY","TX",48,76710,31.53209220,-97.17625390,52,78.8462,5.7692,11.5385,1.9231,0.0000,1.9231
"Private","A0702288","THE WESTWOOD SCHOOL","TX",48,75244,32.94464000,-96.83609100,207,60.8696,7.2464,8.6957,20.7729,0.9662,1.4493
"Private","A0702295","AMERICAN HERITAGE SCHOOL","UT",49,84003,40.39272000,-111.76803100,809,89.7404,2.5958,3.2138,3.8319,0.0000,0.6180
"Private","A0702296","AMERICAN HERITAGE OF SOUTH JORDAN","UT",49,84095,40.54919000,-111.93598100,266,63.5338,2.2556,6.3910,18.0451,0.0000,9.7744
